Exam_Code,Certification_Name,Vendor,Level,Overview,Objective,Learning_Path
Microsoft Office Specialist,Excel Associate (Office 2019),Microsoft,Intermediate,"As a candidate for this certification, you demonstrate your ability to apply the main features of Excel 2019, such as:","As a candidate for this certification, you demonstrate your ability to apply the main features of Excel 2019, such as: Workbook examples include: As a candidate, you should:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Excel Expert (Microsoft 365 Apps),Microsoft,Advanced,"As a candidate for this certification, you demonstrate your ability to proficiently use the advanced features of Excel (Microsoft 365 Apps), such as:","As a candidate for this certification, you demonstrate your ability to proficiently use the advanced features of Excel (Microsoft 365 Apps), such as: Expert workbook examples include: As a candidate, you should:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Excel Expert (Office 2016),Microsoft,Advanced,"Demonstrate that you have advanced skills in Excel 2016 by earning a Microsoft Office Specialist Expert certification. As an expert-level candidate for this certification, you have:","Demonstrate that you have advanced skills in Excel 2016 by earning a Microsoft Office Specialist Expert certification. As an expert-level candidate for this certification, you have:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Excel Expert (Office 2019),Microsoft,Advanced,"As a candidate for this certification, you demonstrate your ability to apply the main features of Excel 2019 at an expert-level, such as creating, managing, and distributing professional spreadsheets for a variety of specialized purposes and situations.","As a candidate for this certification, you demonstrate your ability to apply the main features of Excel 2019 at an expert-level, such as creating, managing, and distributing professional spreadsheets for a variety of specialized purposes and situations. Expert workbook examples include: As a candidate, you should:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Excel for Accounting Associate,Microsoft,Intermediate,"The Microsoft Office Specialist: Excel for Accounting Associate validates critical Microsoft Excel skills and knowledge that workers need to thrive in accounting. This globally recognized certification includes the application of Excel functions and features to manage financial data, perform calculations, and generate reports. Focusing on real-world, practical skills, people will gain the skills and confidence to thrive in high-impact accounting careers, including bookkeepers, auditors, entry-level accountants, and other accounting-related positions.","The Microsoft Office Specialist: Excel for Accounting Associate validates critical Microsoft Excel skills and knowledge that workers need to thrive in accounting. This globally recognized certification includes the application of Excel functions and features to manage financial data, perform calculations, and generate reports. Focusing on real-world, practical skills, people will gain the skills and confidence to thrive in high-impact accounting careers, including bookkeepers, auditors, entry-level accountants, and other accounting-related positions. Important This exam is not yet available, but it will be released soon. Certiport is the exam delivery provider for the Microsoft Office Specialist exams.More information.", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Excel for Business Finance Associate,Microsoft,Intermediate,"The Microsoft Office Specialist: Excel for Business Finance Associate validates critical Microsoft Excel skills and knowledge that people need for the business finance industry. This certification measures ability to manage and forecast financial data, perform calculations, and generate reports for financial analysis, and more within the Microsoft Excel program.","The Microsoft Office Specialist: Excel for Business Finance Associate validates critical Microsoft Excel skills and knowledge that people need for the business finance industry. This certification measures ability to manage and forecast financial data, perform calculations, and generate reports for financial analysis, and more within the Microsoft Excel program. Important This exam is not yet available, but it will be released soon. Certiport is the exam delivery provider for the Microsoft Office Specialist exams.More information.", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Expert (Microsoft 365 Apps),Microsoft,Advanced,Demonstrate you have the advanced skills needed to get the most out of Office by earning a Microsoft Office Specialist: Expert (Microsoft 365 Apps) certification. This is the highest certification within the Microsoft Office Specialist Program.,"Demonstrate you have the advanced skills needed to get the most out of Office by earning a Microsoft Office Specialist: Expert (Microsoft 365 Apps) certification. This is the highest certification within the Microsoft Office Specialist Program. Important To earn a Microsoft Office Specialist: Expert certification, complete the following requirements: Earn aMicrosoft Office Specialist: Associate (Microsoft 365 Apps)certification by passing three of the following exams. All three must be in different programs and at least one must be a Microsoft 365 Apps exam. Pass two of the following Expert exams. Both must be in different programs and at least one exam must be a Microsoft 365 Apps exam:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Expert (Office 2019),Microsoft,Advanced,Demonstrate that you have the advanced skills needed to get the most out of Office by earning a Microsoft Office Specialist: Expert certification in multiple Office programs.,"Demonstrate that you have the advanced skills needed to get the most out of Office by earning a Microsoft Office Specialist: Expert certification in multiple Office programs. Important To earn a Microsoft Office Specialist: Expert certification, complete the following requirements: Earn a Microsoft Office Specialist Associate certification by passing three of the following Associate exams: Pass any two of the following three Expert exams:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Outlook (Office 2016),Microsoft,Intermediate,"As a candidate for this certification, you have a fundamental understanding of the Outlook 2016 environment. You demonstrate your ability to apply the main features of the program, such as:","As a candidate for this certification, you have a fundamental understanding of the Outlook 2016 environment. You demonstrate your ability to apply the main features of the program, such as: Other application examples include:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Outlook Associate (Office 2019),Microsoft,Intermediate,"As a candidate for this certification, you demonstrate your ability to apply the main features of Outlook 2019, such as:","As a candidate for this certification, you demonstrate your ability to apply the main features of Outlook 2019, such as: Other application examples include: As a candidate, you should:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,PowerPoint (Office 2016),Microsoft,Intermediate,"As a candidate for this certification, you have a fundamental understanding of the PowerPoint 2016 environment. You demonstrate your ability to apply the main features of the program, such as creating, editing, and enhancing presentations.","As a candidate for this certification, you have a fundamental understanding of the PowerPoint 2016 environment. You demonstrate your ability to apply the main features of the program, such as creating, editing, and enhancing presentations. Presentation examples include:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,PowerPoint Associate (Microsoft 365 Apps),Microsoft,Intermediate,"As a candidate for this certification, you have fundamental understanding of the PowerPoint (Microsoft 365 Apps) environment. You demonstrate your ability to apply the main features of the program, such as:","As a candidate for this certification, you have fundamental understanding of the PowerPoint (Microsoft 365 Apps) environment. You demonstrate your ability to apply the main features of the program, such as: Presentation examples include: As a candidate, you should:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,PowerPoint Associate (Office 2019),Microsoft,Intermediate,"As a candidate for this certification, you demonstrate your ability to apply the main features of PowerPoint 2019, such as:","As a candidate for this certification, you demonstrate your ability to apply the main features of PowerPoint 2019, such as: Presentation examples include: As a candidate, you should: You may be eligible for ACE college credit if you pass this certification exam. SeeACE college credit for certification examsfor details.", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Word (Office 2016),Microsoft,Intermediate,"As a candidate for this certification, you have a fundamental understanding of the Word 2016 environment. You demonstrate your ability to apply the main features of the program, such as creating and editing two- to three-page documents for a variety of purposes and situations.","As a candidate for this certification, you have a fundamental understanding of the Word 2016 environment. You demonstrate your ability to apply the main features of the program, such as creating and editing two- to three-page documents for a variety of purposes and situations. Document examples include:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Word Associate (Microsoft 365 Apps),Microsoft,Intermediate,"As a candidate for this certification, you have fundamental understanding of the Word (Microsoft 365 Apps) environment. You demonstrate your ability to apply the main features of the program, such as creating and editing documents for a variety of purposes and situations.","As a candidate for this certification, you have fundamental understanding of the Word (Microsoft 365 Apps) environment. You demonstrate your ability to apply the main features of the program, such as creating and editing documents for a variety of purposes and situations. Document examples include: As a candidate for this certification, you should:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Word Associate (Office 2019),Microsoft,Intermediate,"As a candidate for this certification, you demonstrate your ability to apply the main features of Word 2019, such as creating and maintaining:","As a candidate for this certification, you demonstrate your ability to apply the main features of Word 2019, such as creating and maintaining: As a candidate, you should: You may be eligible for ACE college credit if you pass this certification exam. SeeACE college credit for certification examsfor details.", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Word Expert (Microsoft 365 Apps),Microsoft,Advanced,"As a candidate for this certification, you demonstrate your ability to proficiently use the advanced features of Word (Microsoft 365 Apps), such as:","As a candidate for this certification, you demonstrate your ability to proficiently use the advanced features of Word (Microsoft 365 Apps), such as: Examples of expert level documents include: As a candidate for this certification, you should have:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Word Expert (Office 2016),Microsoft,Advanced,"As a candidate for this certification, you demonstrate your ability to proficiently use the advanced features of Word 2016 for:","As a candidate for this certification, you demonstrate your ability to proficiently use the advanced features of Word 2016 for: You can: Examples of expert-level documents include:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Microsoft Office Specialist,Word Expert (Office 2019),Microsoft,Advanced,"As a candidate for this certification, you demonstrate your ability to apply the main features of Word 2019 at an expert-level, such as creating and managing professional documents for a variety of specialized purposes and situations.","As a candidate for this certification, you demonstrate your ability to apply the main features of Word 2019 at an expert-level, such as creating and managing professional documents for a variety of specialized purposes and situations. Examples of expert-level documents include: As a candidate, you should:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Use Lifecycle Services to design and plan an implementation of finance and operations apps. Module 3. Migrate data and go live with finance and operations apps. Module 4. Implement finance and operations apps. Module 5. Use Success by Design for Dynamics 365 solutions. Module 6. Configure apps in finance and operations. Module 7. Validate your skills architecting solutions for customers and products.
Exam PL-200,Microsoft Power Platform Functional Consultant,Microsoft,Intermediate,"As a candidate for this exam, you:","As a candidate for this exam, you: You create: As a candidate, you implement the design provided by and in collaboration with a solution architect and the standards, branding, and artifacts established by user experience designers. You implement integrations with third-party applications and services. You generate training documentation, and you facilitate training and enablement. You must interact and effectively communicate with members of a delivery team, stakeholders, and customer teams while championing for their success. You must have an understanding of application lifecycle management (ALM) practices for Microsoft Power Platform and quality assurance. You should be familiar with using the following Microsoft Power Platform components: You should have proficiency in: Important The English language version of this exam was updated on December 26, 2024. Review the study guide linked in the Tip box for details about the latest changes. If a localized version of this exam is available, it will be updated approximately eight weeks after this date. While Microsoft makes every effort to update localized versions as noted, there may be times when the localized versions of this exam are not updated on this schedule. Passing score: 700.Learn more about exam scores. Tip"," Module 1. Create and manage environments in Dataverse. Module 2. Create tables in Dataverse. Module 3. Create and manage columns within a table in Dataverse. Module 4. Work with choices in Dataverse. Module 5. Create a relationship between tables in Dataverse. Module 6. Create and define calculation or rollup columns in Dataverse. Module 7. Load/export data and create data views in Dataverse. Module 8. Get started with security roles in Dataverse. Module 9. Use administration options for Dataverse. Module 10. How to build your first model-driven app with Dataverse. Module 11. Get started with model-driven apps in Power Apps. Module 12. Configure forms, charts, and dashboards in model-driven apps. Module 13. Use specialized components in a model-driven form. Module 14. Customize the command bar. Module 15. Get started with Power Apps canvas apps. Module 16. Customize a canvas app in Power Apps. Module 17. Navigation in a canvas app in Power Apps. Module 18. Create formulas to change behaviors in a Power Apps canvas app. Module 19. Connect to other data in a Power Apps canvas app. Module 20. Introduction to Power Apps cards. Module 21. Core components of Power Pages. Module 22. Access Dataverse in Power Pages websites. Module 23. Explore Power Pages design studio. Module 24. Integrate Power Pages websites with Dataverse. Module 25. Integrate Power Pages with web-based technologies. Module 26. Explore Power Pages design studio data and security features. Module 27. Set up Power Pages security. Module 28. Authentication and user management in Power Pages. Module 29. Best practices for error handling in Power Automate flows. Module 30. Use Dataverse triggers and actions in Power Automate. Module 31. Introduction to expressions in Power Automate. Module 32. Define and create business rules in Dataverse. Module 33. Set up low-code plug-ins. Module 34. Use common low-code plug-in scenarios. Module 35. Get started building with Power BI. Module 36. Introduction to solutions for Microsoft Power Platform. Module 37. Use Microsoft 365 services with model-driven apps and Microsoft Dataverse. Module 38. Use Microsoft Word and Excel templates with Dataverse. Module 39. Validate your Power Platform Functional Consultant skills."
Exam PL-600,Microsoft Power Platform Solution Architect,Microsoft,Advanced,"As a candidate for this exam, you should have solution architecture experience across functional and technical disciplines of Microsoft Power Platform. You should be able to facilitate design decisions based on recommended practices across development, configuration, integration, infrastructure, security, licensing, storage, and change management.","As a candidate for this exam, you should have solution architecture experience across functional and technical disciplines of Microsoft Power Platform. You should be able to facilitate design decisions based on recommended practices across development, configuration, integration, infrastructure, security, licensing, storage, and change management. In this role, you are required to architect and ensure the successful implementation of appropriate end-to-end solutions to address business and technical needs of organizations. You should have knowledge of: You should be aware of Power Platform Well-Architected framework and ideally have used it for implementation. Important The English language version of this exam was updated on September 23, 2024. Review the study guide linked in the Tip box for details about the latest changes. If a localized version of this exam is available, it will be updated approximately eight weeks after this date. While Microsoft makes every effort to update localized versions as noted, there may be times when the localized versions of this exam are not updated on this schedule. Passing score: 700.Learn more about exam scores. Tip", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Solution Architect: Design Microsoft Power Platform solutions. Module 3. Validate your Microsoft Power Platform Solution Architect skills.
Exam 77-729,Microsoft PowerPoint (Office 2016),Microsoft,Intermediate,"Successful candidates will have a fundamental understanding of the PowerPoint environment and demonstrate the correct application of PowerPoint 2016. Candidates create, edit, and enhance presentations and slide shows. Presentation examples include professional-grade sales presentations, employee training, instructional materials, and kiosk slide shows.","Successful candidates will have a fundamental understanding of the PowerPoint environment and demonstrate the correct application of PowerPoint 2016. Candidates create, edit, and enhance presentations and slide shows. Presentation examples include professional-grade sales presentations, employee training, instructional materials, and kiosk slide shows. Microsoft Office Specialist (MOS) 2016 certification exams introduce a new performance-based format for improved testing of a candidates knowledge, skills, and abilities using the MOS 2016 programs:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Solution Architect: Design Microsoft Power Platform solutions. Module 3. Validate your Microsoft Power Platform Solution Architect skills.
Exam MO-110,Microsoft Word (Microsoft 365 Apps),Microsoft,Intermediate,"As a candidate for this exam, youre competent in the correct application of the principal features of Word by creating and editing documents for a variety of purposes and situations.","As a candidate for this exam, youre competent in the correct application of the principal features of Word by creating and editing documents for a variety of purposes and situations. This exam measures your ability to create and maintain:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Solution Architect: Design Microsoft Power Platform solutions. Module 3. Validate your Microsoft Power Platform Solution Architect skills.
Exam 77-726,Microsoft Word Expert (Office 2016),Microsoft,Intermediate,Expert-level candidates for the Word 2016 exam proficiently use the advanced features of Word 2016 for document and content management and for advanced formatting.,"Expert-level candidates for the Word 2016 exam proficiently use the advanced features of Word 2016 for document and content management and for advanced formatting. Candidates create and manage professional documents of four pages or more for a variety of specialized purposes and situations. They customize their Word environments to meet project needs and to enhance productivity. Examples of expert-level documents include a business plan, a research paper, a book, a specialized brochure, and a mass mailing. Candidate roles may include editors, project managers, business information workers, educators, and others. Microsoft Office Specialist (MOS) 2016 certification exams introduce a new performance-based format for improved testing of a candidates knowledge, skills, and abilities using the MOS 2016 programs:", Module 1. Architect solutions for Dynamics 365 and Microsoft Power Platform. Module 2. Solution Architect: Design Microsoft Power Platform solutions. Module 3. Validate your Microsoft Power Platform Solution Architect skills.
